"Source";"Target";"Weight"
"Itm2b";"Pcsk1n";"0.554"
"Pcsk1n";"Gm47441";"0.554"
"Ttc3";"Pcsk1n";"0.532"
"Pcsk1n";"ENSMUSG00000030695";"0.5"
"Atp6v0c-ps2";"Tspan7";"0.615"
"Ccser1";"Tspan7";"0.514"
"Bsg";"Tspan7";"0.581"
"Tspan7";"Tecr";"0.523"
"Tspan7";"Itm2b";"0.537"
"Tspan7";"Gm47441";"0.547"
"Aak1";"Cask";"0.551"
"Dmd";"Tenm1";"0.561"
"Gria2";"Tenm1";"0.534"
"Vav3";"Tenm1";"0.507"
"Ank2";"Tenm1";"0.522"
"Tenm1";"Dnajc6";"0.509"
"Rufy3";"Tenm1";"0.57"
"Kcnd2";"Tenm1";"0.56"
"Rbm28";"Tenm1";"0.504"
"Ccser1";"Tenm1";"0.504"
"Tenm1";"Grm5";"0.505"
"Fam168a";"Tenm1";"0.507"
"Syne1";"Tenm1";"0.502"
"Slc35f1";"Tenm1";"0.509"
"Nrg1";"Tenm1";"0.618"
"Grid1";"Tenm1";"0.57"
"Nrg3";"Tenm1";"0.556"
"Pcdh9";"Tenm1";"0.578"
"Dach1";"Tenm1";"0.502"
"Opcml";"Tenm1";"0.594"
"Ntm";"Tenm1";"0.52"
"Grik4";"Tenm1";"0.573"
"Acaca";"Tenm1";"0.538"
"Nova1";"Tenm1";"0.586"
"Oxct1";"Tenm1";"0.513"
"Tenm1";"Zfr";"0.509"
"Cntn1";"Tenm1";"0.613"
"Pi4ka";"Tenm1";"0.505"
"Ttc3";"Tenm1";"0.514"
"Pde10a";"Tenm1";"0.584"
"Mapre2";"Tenm1";"0.575"
"Wdr7";"Tenm1";"0.563"
"C230004F18Rik";"Dmd";"0.584"
"C230004F18Rik";"5330434G04Rik";"0.512"
"C230004F18Rik";"Nmd3";"0.514"
"C230004F18Rik";"2810403A07Rik";"0.52"
"Ank2";"C230004F18Rik";"0.591"
"C230004F18Rik";"Lingo2";"0.545"
"Agbl4";"C230004F18Rik";"0.579"
"C230004F18Rik";"Kmt2c";"0.509"
"Exoc4";"C230004F18Rik";"0.586"
"Ctnna2";"C230004F18Rik";"0.663"
"C230004F18Rik";"Dlg2";"0.535"
"Syne1";"C230004F18Rik";"0.652"
"Fam155a";"C230004F18Rik";"0.575"
"Nrg3";"C230004F18Rik";"0.61"
"C230004F18Rik";"Opcml";"0.528"
"C230004F18Rik";"Kmt2a";"0.517"
"C230004F18Rik";"Tenm2";"0.518"
"C230004F18Rik";"Hnrnpk";"0.506"
"Pde4d";"C230004F18Rik";"0.584"
"C230004F18Rik";"Akap6";"0.534"
"Ctnnd2";"C230004F18Rik";"0.556"
"Cntn1";"C230004F18Rik";"0.552"
"Pja2";"C230004F18Rik";"0.542"
"C230004F18Rik";"Slc8a1";"0.503"
"Nrxn1";"C230004F18Rik";"0.561"
"C230004F18Rik";"Wdr7";"0.516"
"Rtl4";"Aff2";"0.509"
"Ank2";"Aff2";"0.538"
"Lingo2";"Aff2";"0.508"
"Kcnd2";"Aff2";"0.521"
"Syne1";"Aff2";"0.545"
"Nrg3";"Aff2";"0.509"
"Opcml";"Aff2";"0.546"
"Cntn1";"Aff2";"0.503"
"Pi4ka";"Aff2";"0.571"
"Ttc3";"Aff2";"0.51"
"Meg3";"Idh3g";"0.522"
"Dmd";"Ctps2";"0.508"
"Dmd";"Gria2";"0.51"
"Dmd";"Lingo2";"0.553"
"Dmd";"Rufy3";"0.574"
"Kcnd2";"Dmd";"0.555"
"Dmd";"Rbm28";"0.556"
"Dmd";"Grm5";"0.538"
"Syne1";"Dmd";"0.535"
"Dmd";"Slc35f1";"0.531"
"Dmd";"Serinc1";"0.532"
"Nrg1";"Dmd";"0.622"
"Nrg3";"Dmd";"0.529"
"Dmd";"Dach1";"0.544"
"Dmd";"Opcml";"0.533"
"Pde4d";"Dmd";"0.506"
"Dmd";"Nova1";"0.501"
"Dmd";"Cdh10";"0.523"
"Cntn1";"Dmd";"0.548"
"Ttc3";"Dmd";"0.564"
"Pja2";"Dmd";"0.501"
"Dmd";"Impact";"0.565"
"Dmd";"Mapre2";"0.592"
"Dmd";"Wdr7";"0.59"
"Dmd";"Ldlrad4";"0.538"
"Dmd";"ENSMUSG00000005506";"0.536"
"Il1rapl1";"5330434G04Rik";"0.529"
"Rtl4";"Il1rapl1";"0.538"
"Il1rapl1";"Frmpd4";"0.517"
"Nbea";"Il1rapl1";"0.507"
"Vav3";"Il1rapl1";"0.571"
"Ank2";"Il1rapl1";"0.579"
"Lingo2";"Il1rapl1";"0.647"
"Zcchc7";"Il1rapl1";"0.515"
"Sgip1";"Il1rapl1";"0.543"
"Osbpl9";"Il1rapl1";"0.508"
"Il1rapl1";"Elavl4";"0.5"
"Agbl4";"Il1rapl1";"0.585"
"Macf1";"Il1rapl1";"0.543"
"Il1rapl1";"Ago3";"0.523"
"Magi2";"Il1rapl1";"0.662"
"Pcdh7";"Il1rapl1";"0.564"
"Il1rapl1";"Luc7l2";"0.564"
"Ccser1";"Il1rapl1";"0.627"
"Ctnna2";"Il1rapl1";"0.599"
"Lrrtm4";"Il1rapl1";"0.505"
"Il1rapl1";"Atp2b2";"0.521"
"Bicd1";"Il1rapl1";"0.565"
"Ube3a";"Il1rapl1";"0.6"
"Snhg14";"Il1rapl1";"0.506"
"Dlg2";"Il1rapl1";"0.666"
"Ank3";"Il1rapl1";"0.523"
"Rmst";"Il1rapl1";"0.608"
"Syt1";"Il1rapl1";"0.637"
"Fam155a";"Il1rapl1";"0.611"
"Cadps";"Il1rapl1";"0.555"
"Ube2e2";"Il1rapl1";"0.53"
"Kcnma1";"Il1rapl1";"0.544"
"Nrg3";"Il1rapl1";"0.656"
"Il1rapl1";"Xkr6";"0.514"
"Pcdh9";"Il1rapl1";"0.622"
"Fgf14";"Il1rapl1";"0.549"
"Opcml";"Il1rapl1";"0.564"
"Ntm";"Il1rapl1";"0.572"
"Sik3";"Il1rapl1";"0.512"
"Rora";"Il1rapl1";"0.512"
"Snap91";"Il1rapl1";"0.533"
"Il1rapl1";"Eml6";"0.508"
"Tenm2";"Il1rapl1";"0.539"
"Il1rapl1";"Specc1";"0.552"
"Map1b";"Il1rapl1";"0.513"
"Pde4d";"Il1rapl1";"0.615"
"Lrfn5";"Il1rapl1";"0.518"
"Mdga2";"Il1rapl1";"0.505"
"Gphn";"Il1rapl1";"0.541"
"Meg3";"Il1rapl1";"0.603"
"Trio";"Il1rapl1";"0.545"
"Ctnnd2";"Il1rapl1";"0.512"
"Rbfox1";"Il1rapl1";"0.56"
"Cadm2";"Il1rapl1";"0.522"
"Dscam";"Il1rapl1";"0.547"
"Nrxn1";"Il1rapl1";"0.585"
"Il1rapl1";"Rit2";"0.51"
"Malat1";"Il1rapl1";"0.511"
"Il1rapl1";"Ablim1";"0.548"
"ENSMUSG00000037876";"Il1rapl1";"0.541"
"ENSMUSG00000097451";"Il1rapl1";"0.528"
"Maged1";"Kcna2";"0.566"
"Maged1";"Camk2d";"0.671"
"Maged1";"Pnisr";"0.537"
"Ndufa4";"Maged1";"0.511"
"Atp6v0c-ps2";"Maged1";"0.566"
"Bsg";"Maged1";"0.501"
"Maged1";"Slc25a3";"0.514"
"Maged1";"Slc25a4";"0.582"
"Maged1";"Slc22a17";"0.537"
"Maged1";"Itm2b";"0.54"
"Maged1";"Hspa8";"0.574"
"Maged1";"Canx";"0.617"
"Maged1";"Atp5g1";"0.5"
"Maged1";"Rtn1";"0.517"
"Calm1";"Maged1";"0.521"
"Ckb";"Maged1";"0.606"
"Maged1";"Calm2";"0.548"
"Maged1";"Nol4";"0.523"
"ENSMUSG00000083679";"Maged1";"0.547"
"Maged1";"ENSMUSG00000025428";"0.596"
"Nlgn1";"Ogt";"0.529"
"Nbea";"Ogt";"0.58"
"Ank2";"Ogt";"0.549"
"Ogt";"Zranb2";"0.532"
"Ogt";"Pnisr";"0.543"
"Ogt";"Zcchc7";"0.511"
"Ogt";"Sgip1";"0.547"
"Agbl4";"Ogt";"0.517"
"Ogt";"Macf1";"0.539"
"Magi2";"Ogt";"0.597"
"Caln1";"Ogt";"0.541"
"Dync1i1";"Ogt";"0.581"
"Ccser1";"Ogt";"0.556"
"Ctnna2";"Ogt";"0.504"
"Ogt";"Lrrtm4";"0.506"
"Ogt";"Atp2b2";"0.539"
"Ube3a";"Ogt";"0.583"
"Dlg2";"Ogt";"0.529"
"Ogt";"Grm1";"0.513"
"Anks1b";"Ogt";"0.508"
"Ogt";"Rmst";"0.548"
"Fam155a";"Ogt";"0.621"
"Ogt";"Large1";"0.53"
"Cadps";"Ogt";"0.582"
"Ube2e2";"Ogt";"0.524"
"Ogt";"Erc2";"0.518"
"Nrg3";"Ogt";"0.578"
"Ogt";"Atp8a2";"0.544"
"Fgf14";"Ogt";"0.579"
"Gria4";"Ogt";"0.556"
"Ntm";"Ogt";"0.534"
"Ogt";"Sik3";"0.539"
"Ogt";"Rasgrf1";"0.505"
"Ogt";"Msi2";"0.558"
"Ogt";"Nsf";"0.509"
"Ogt";"Mapt";"0.5"
"Ogt";"Ryr2";"0.518"
"Ogt";"A330102I10Rik";"0.575"
"Map1b";"Ogt";"0.511"
"Pde4d";"Ogt";"0.523"
"Mdga2";"Ogt";"0.57"
"Ogt";"Gphn";"0.555"
"Meg3";"Ogt";"0.631"
"Ogt";"Trio";"0.524"
"Dscam";"Ogt";"0.579"
"Dlgap1";"Ogt";"0.522"
"Nrxn1";"Ogt";"0.539"
"Ogt";"Malat1";"0.516"
"ENSMUSG00000041670";"Ogt";"0.531"
"Ogt";"ENSMUSG00000102657";"0.524"
"Rtl4";"5330434G04Rik";"0.509"
"Nbea";"5330434G04Rik";"0.505"
"Ank2";"5330434G04Rik";"0.602"
"Lingo2";"5330434G04Rik";"0.544"
"Agbl4";"5330434G04Rik";"0.541"
"Macf1";"5330434G04Rik";"0.502"
"Rsrp1";"5330434G04Rik";"0.529"
"Camta1";"5330434G04Rik";"0.556"
"Adam22";"5330434G04Rik";"0.567"
"Magi2";"5330434G04Rik";"0.611"
"Lhfpl3";"5330434G04Rik";"0.504"
"Dync1i1";"5330434G04Rik";"0.543"
"5330434G04Rik";"Ica1";"0.507"
"Ctnna2";"5330434G04Rik";"0.607"
"Erc1";"5330434G04Rik";"0.502"
"Dlg2";"5330434G04Rik";"0.529"
"Syne1";"5330434G04Rik";"0.529"
"Fam155a";"5330434G04Rik";"0.633"
"Cadps";"5330434G04Rik";"0.54"
"Grid1";"5330434G04Rik";"0.566"
"Nrg3";"5330434G04Rik";"0.614"
"Atp8a2";"5330434G04Rik";"0.509"
"Tsc22d1";"5330434G04Rik";"0.569"
"Pcdh9";"5330434G04Rik";"0.509"
"5330434G04Rik";"Gpc6";"0.503"
"Opcml";"5330434G04Rik";"0.53"
"Ntm";"5330434G04Rik";"0.507"
"5330434G04Rik";"Specc1";"0.508"
"5330434G04Rik";"Jarid2";"0.513"
"Map1b";"5330434G04Rik";"0.543"
"Pde4d";"5330434G04Rik";"0.551"
"5330434G04Rik";"Hdac9";"0.545"
"Akap6";"5330434G04Rik";"0.525"
"Gphn";"5330434G04Rik";"0.513"
"Meg3";"5330434G04Rik";"0.592"
"Trio";"5330434G04Rik";"0.517"
"Ctnnd2";"5330434G04Rik";"0.597"
"5330434G04Rik";"Phf20l1";"0.537"
"Cntn1";"5330434G04Rik";"0.538"
"Rbfox1";"5330434G04Rik";"0.534"
"Dscam";"5330434G04Rik";"0.517"
"5330434G04Rik";"Park2";"0.527"
"Ankrd12";"5330434G04Rik";"0.511"
"Dlgap1";"5330434G04Rik";"0.563"
"Wdr7";"5330434G04Rik";"0.528"
"ENSMUSG00000041670";"5330434G04Rik";"0.549"
"ENSMUSG00000037876";"5330434G04Rik";"0.502"
"ENSMUSG00000102657";"5330434G04Rik";"0.555"
"Cadm2";"Atrx";"0.507"
"Ube3a";"Cox7b";"0.526"
"Meg3";"Cox7b";"0.52"
"Malat1";"Cox7b";"0.531"
"Nrg3";"Il1rapl2";"0.561"
"Ank2";"Rtl4";"0.686"
"Rtl4";"Lingo2";"0.532"
"Rtl4";"Sgip1";"0.515"
"Rtl4";"Agbl4";"0.576"
"Rtl4";"Camta1";"0.597"
"Magi2";"Rtl4";"0.588"
"Rtl4";"Lhfpl3";"0.535"
"Rtl4";"Galnt17";"0.513"
"Rtl4";"Dync1i1";"0.528"
"Rtl4";"Ica1";"0.553"
"Rtl4";"Ubn2";"0.543"
"Rtl4";"Ccser1";"0.507"
"Ctnna2";"Rtl4";"0.636"
"Rtl4";"Atp2b2";"0.543"
"Rtl4";"Bicd1";"0.52"
"Ube3a";"Rtl4";"0.504"
"Rtl4";"Dlg2";"0.655"
"Rtl4";"Syne1";"0.501"
"Rtl4";"Rmst";"0.583"
"Fam155a";"Rtl4";"0.664"
"Rtl4";"Cadps";"0.636"
"Rtl4";"Kcnma1";"0.525"
"Rtl4";"Grid1";"0.509"
"Nrg3";"Rtl4";"0.58"
"Rtl4";"Atp8a2";"0.548"
"Pcdh9";"Rtl4";"0.572"
"Rtl4";"Fgf14";"0.508"
"Rtl4";"Opcml";"0.504"
"Rtl4";"Ntm";"0.527"
"Rtl4";"Rora";"0.51"
"Rtl4";"Specc1";"0.547"
"Rtl4";"Msi2";"0.52"
"Rtl4";"Jarid2";"0.504"
"Pde4d";"Rtl4";"0.636"
"Rtl4";"Akap6";"0.552"
"Rtl4";"Mdga2";"0.503"
"Meg3";"Rtl4";"0.607"
"Rtl4";"Ctnnd2";"0.572"
"Rtl4";"Cntn1";"0.557"
"Rtl4";"Rbfox1";"0.688"
"Rtl4";"Pi4ka";"0.514"
"Dscam";"Rtl4";"0.599"
"Rtl4";"Pde10a";"0.514"
"Nrxn1";"Rtl4";"0.501"
"Rtl4";"Nrg2";"0.553"
"Rtl4";"Wdr7";"0.526"
"Rtl4";"Malat1";"0.547"
"Rtl4";"Ablim1";"0.533"
"Rtl4";"ENSMUSG00000041670";"0.563"
"Map7d2";"Ndufa4";"0.551"
"Map7d2";"Calm1";"0.519"
"Map7d2";"Calm2";"0.52"
"Fam155a";"Nhs";"0.529"
"Kcnma1";"Nhs";"0.542"
"Dip2c";"Nhs";"0.5"
"Nrxn1";"Nhs";"0.509"
"Pan3";"Reps2";"0.505"
"Ctps2";"Rufy3";"0.522"
"Ctps2";"Rbm28";"0.557"
"Ctps2";"Erc1";"0.509"
"Ctps2";"Smg1";"0.506"
"Nrg1";"Ctps2";"0.536"
"Ctps2";"Nova1";"0.586"
"Ctps2";"Cdh10";"0.519"
"Cntn1";"Ctps2";"0.602"
"Ttc3";"Ctps2";"0.504"
"Ctps2";"Impact";"0.512"
"Ctps2";"Mapre2";"0.619"
"Ctps2";"Wdr7";"0.523"
"Magi2";"Frmpd4";"0.503"
"Lrrtm4";"Frmpd4";"0.514"
"Dlg2";"Frmpd4";"0.541"
"Rmst";"Frmpd4";"0.52"
"Fam155a";"Frmpd4";"0.533"
"Cadps";"Frmpd4";"0.517"
"Atp8a2";"Frmpd4";"0.533"
"Gphn";"Frmpd4";"0.524"
"Trio";"Frmpd4";"0.51"
"Rbfox1";"Frmpd4";"0.563"
"Pnisr";"Pkia";"0.514"
"Anks1b";"Pkia";"0.538"
"Pkia";"Nbas";"0.532"
"Nrxn1";"Pkia";"0.513"
"Malat1";"Pkia";"0.503"
"Bsg";"Stmn2";"0.519"
"Slc25a3";"Stmn2";"0.505"
"Gm10123";"Stmn2";"0.505"
"Mdga2";"Stmn2";"0.505"
"Gm5844";"Glrb";"0.517"
"Gm5844";"Kcna2";"0.518"
"Gm5844";"Gnb1";"0.503"
"Ociad1";"Gm5844";"0.548"
"Ndufa4";"Gm5844";"0.522"
"Atp6v0c-ps2";"Gm5844";"0.609"
"Gm5844";"Gm7308";"0.673"
"Ldhb";"Gm5844";"0.54"
"Bc1";"Gm5844";"0.527"
"Bsg";"Gm5844";"0.505"
"Slc25a3";"Gm5844";"0.594"
"Gm5844";"Atp5b";"0.551"
"Gm5844";"Arglu1";"0.529"
"Gm5844";"Slc25a4";"0.669"
"Itm2b";"Gm5844";"0.561"
"Hspa8";"Gm5844";"0.559"
"Gm5844";"Pkm";"0.587"
"Gm10123";"Gm5844";"0.574"
"Mdh1";"Gm5844";"0.674"
"Gm5844";"Canx";"0.555"
"Ubb";"Gm5844";"0.537"
"Gm5844";"Rtn1";"0.619"
"Calm1";"Gm5844";"0.604"
"Hsp90aa1";"Gm5844";"0.894"
"Ckb";"Gm5844";"0.635"
"Ttc3";"Gm5844";"0.545"
"Gm5844";"Hsp90ab1";"0.612"
"Gm5844";"Calm2";"0.686"
"Fth1";"Gm5844";"0.535"
"Gm5514";"Gm5844";"0.543"
"ENSMUSG00000083679";"Gm5844";"0.628"
"Gm5844";"ENSMUSG00000030695";"0.611"
"Gm5844";"ENSMUSG00000025428";"0.625"
"Nlgn1";"Nbea";"0.575"
"Nlgn1";"Ank2";"0.513"
"Nlgn1";"Zcchc7";"0.526"
"Nlgn1";"Agbl4";"0.553"
"Nlgn1";"Pclo";"0.549"
"Magi2";"Nlgn1";"0.532"
"Nlgn1";"Dpp6";"0.61"
"Nlgn1";"Ccser1";"0.528"
"Ctnna2";"Nlgn1";"0.557"
"Nlgn1";"Cntn4";"0.562"
"Ube3a";"Nlgn1";"0.581"
"Nlgn1";"Snhg14";"0.569"
"Nlgn1";"Anks1b";"0.565"
"Nlgn1";"Rmst";"0.582"
"Fam155a";"Nlgn1";"0.557"
"Nlgn1";"Cadps";"0.522"
"Ube2e2";"Nlgn1";"0.52"
"Nlgn1";"Erc2";"0.551"
"Nrg3";"Nlgn1";"0.614"
"Nlgn1";"Mycbp2";"0.511"
"Nlgn1";"Fgf14";"0.62"
"Gria4";"Nlgn1";"0.598"
"Nlgn1";"Ntm";"0.519"
"Nlgn1";"Sik3";"0.508"
"Nlgn1";"Rora";"0.504"
"Nlgn1";"Stag1";"0.526"
"Nlgn1";"Dock3";"0.542"
"Nlgn1";"Ehbp1";"0.516"
"Nlgn1";"Tenm2";"0.554"
"Nlgn1";"Gabra1";"0.529"
"Nlgn1";"Ryr2";"0.5"
"Pde4d";"Nlgn1";"0.503"
"Nlgn1";"Myt1l";"0.522"
"Nlgn1";"Mdga2";"0.646"
"Meg3";"Nlgn1";"0.532"
"Cadm2";"Nlgn1";"0.608"
"Dscam";"Nlgn1";"0.562"
"Nrxn1";"Nlgn1";"0.643"
"Pnisr";"Sclt1";"0.57"
"Ube3a";"Sclt1";"0.563"
"Anks1b";"Sclt1";"0.547"
"Slc25a3";"Sclt1";"0.511"
"Mycbp2";"Sclt1";"0.51"
"Fgf14";"Sclt1";"0.528"
"Mdga2";"Sclt1";"0.541"
"Ckb";"Sclt1";"0.513"
"Gria2";"Nbea";"0.558"
"Ank2";"Nbea";"0.564"
"Nbea";"Pnisr";"0.505"
"Nbea";"AI314180";"0.509"
"Nbea";"Sh3gl2";"0.507"
"Nbea";"Sgip1";"0.528"
"Nbea";"Elavl4";"0.542"
"Agbl4";"Nbea";"0.61"
"Nbea";"Macf1";"0.575"
"Nbea";"Camta1";"0.586"
"Adam22";"Nbea";"0.54"
"Nbea";"Pclo";"0.512"
"Magi2";"Nbea";"0.568"
"Nbea";"Dpp6";"0.572"
"Nbea";"Ankrd17";"0.525"
"Caln1";"Nbea";"0.501"
"Nbea";"Fry";"0.502"
"Dync1i1";"Nbea";"0.536"
"Kcnd2";"Nbea";"0.589"
"Nbea";"Luc7l2";"0.508"
"Ccser1";"Nbea";"0.632"
"Ctnna2";"Nbea";"0.544"
"Nbea";"Lrrtm4";"0.512"
"Nbea";"Magi1";"0.515"
"Nbea";"Bicd1";"0.559"
"Nbea";"Nav2";"0.501"
"Nbea";"Gabrb3";"0.556"
"Ube3a";"Nbea";"0.667"
"Snhg14";"Nbea";"0.541"
"Nbea";"A230006K03Rik";"0.5"
"Nbea";"Otud7a";"0.533"
"Nbea";"Grm5";"0.513"
"Nbea";"Dlg2";"0.551"
"Syne1";"Nbea";"0.538"
"Nbea";"Anks1b";"0.628"
"Nbea";"Slc25a3";"0.502"
"Nbea";"Rmst";"0.565"
"Fam155a";"Nbea";"0.584"
"Ube2e2";"Nbea";"0.538"
"Kcnma1";"Nbea";"0.516"
"Nbea";"Erc2";"0.627"
"Nrg3";"Nbea";"0.639"
"Nbea";"Atp8a2";"0.512"
"Mycbp2";"Nbea";"0.608"
"Fgf14";"Nbea";"0.634"
"Gria4";"Nbea";"0.555"
"Opcml";"Nbea";"0.522"
"Ntm";"Nbea";"0.654"
"Nbea";"Sik3";"0.513"
"Rora";"Nbea";"0.535"
"Nbea";"Dock3";"0.533"
"Nbea";"Rbm6";"0.501"
"Nbea";"Mdh1";"0.533"
"Nbea";"Ehbp1";"0.539"
"Nbea";"Specc1";"0.52"
"Nbea";"Nsf";"0.555"
"Nbea";"Kansl1";"0.506"
"Nbea";"Dip2c";"0.51"
"Nbea";"Ryr2";"0.594"
"Nbea";"Mast4";"0.517"
"Nbea";"Rgs7bp";"0.559"
"Pde4d";"Nbea";"0.602"
"Myt1l";"Nbea";"0.515"
"Nbea";"Immp2l";"0.558"
"Mdga2";"Nbea";"0.645"
"Nbea";"Gphn";"0.515"
"Nbea";"Rgs6";"0.515"
"Nbea";"Nrxn3";"0.545"
"Meg3";"Nbea";"0.598"
"Nbea";"Ckb";"0.53"
"Nbea";"Trio";"0.506"
"Ctnnd2";"Nbea";"0.535"
"Nbea";"Csmd3";"0.524"
"Nbea";"Pi4ka";"0.505"
"Cadm2";"Nbea";"0.546"
"Nbea";"App";"0.537"
"Ttc3";"Nbea";"0.55"
"Dscam";"Nbea";"0.593"
"Nbea";"Park2";"0.52"
"Dlgap1";"Nbea";"0.557"
"Nrxn1";"Nbea";"0.583"
"Nbea";"Arhgap26";"0.508"
"Tcf4";"Nbea";"0.514"
"Nbea";"Malat1";"0.507"
"Nbea";"ENSMUSG00000025757";"0.517"
"Nbea";"ENSMUSG00000083679";"0.504"
"Nbea";"ENSMUSG00000037876";"0.504"
"Nbea";"ENSMUSG00000102657";"0.538"
"Magi1";"Med12l";"0.501"
"Zmat4";"Med12l";"0.548"
"Lingo2";"Nmd3";"0.526"
"Syne1";"Nmd3";"0.537"
"Glg1";"Nmd3";"0.5"
"Scaper";"Nmd3";"0.537"
"Prkar1a";"Nmd3";"0.558"
"Map1b";"Nmd3";"0.514"
"Oxct1";"Nmd3";"0.558"
"Ctnnd2";"Nmd3";"0.512"
"Cntn1";"Nmd3";"0.544"
"Gria2";"Ash1l";"0.513"
"Gria2";"Gatad2b";"0.515"
"Ank2";"Gria2";"0.553"
"Agbl4";"Gria2";"0.556"
"Gria2";"Rufy3";"0.516"
"Gria2";"Atxn2";"0.558"
"Kcnd2";"Gria2";"0.601"
"Gria2";"Luc7l2";"0.505"
"Ccser1";"Gria2";"0.512"
"Ctnna2";"Gria2";"0.51"
"Gria2";"Gabrb3";"0.502"
"Ube3a";"Gria2";"0.582"
"Gria2";"Otud7a";"0.516"
"Gria2";"Grm5";"0.52"
"Syne1";"Gria2";"0.538"
"Gria2";"Cpe";"0.506"
"Gria2";"Large1";"0.513"
"Gria2";"Fam208a";"0.551"
"Nrg3";"Gria2";"0.626"
"Mycbp2";"Gria2";"0.631"
"Fgf14";"Gria2";"0.524"
"Gria2";"Opcml";"0.513"
"Ntm";"Gria2";"0.608"
"Gria2";"Grik4";"0.561"
"Rora";"Gria2";"0.516"
"Gria2";"Gabra1";"0.511"
"Gria2";"Dip2c";"0.511"
"Pde4d";"Gria2";"0.543"
"Gria2";"Immp2l";"0.545"
"Mdga2";"Gria2";"0.606"
"Meg3";"Gria2";"0.578"
"Gria2";"Ckb";"0.517"
"Gria2";"Oxct1";"0.512"
"Ctnnd2";"Gria2";"0.606"
"Cntn1";"Gria2";"0.595"
"Gria2";"Pi4ka";"0.54"
"Ttc3";"Gria2";"0.624"
"Pde10a";"Gria2";"0.543"
"Nrxn1";"Gria2";"0.54"
"Gria2";"Mapre2";"0.516"
"Gria2";"Wdr7";"0.563"
"Gria2";"Ldlrad4";"0.504"
"Gria2";"Tcf4";"0.58"
"Gria2";"ENSMUSG00000102657";"0.514"
"Atp6v0c-ps2";"Glrb";"0.558"
"Ube3a";"Glrb";"0.521"
"Bsg";"Glrb";"0.552"
"Slc25a3";"Glrb";"0.529"
"Mdh1";"Glrb";"0.625"
"Rgs7bp";"Glrb";"0.51"
"Hsp90aa1";"Glrb";"0.527"
"Ckb";"Glrb";"0.549"
"Glrb";"Calm2";"0.524"
"ENSMUSG00000083679";"Glrb";"0.551"
"Ank2";"2810403A07Rik";"0.509"
"Agbl4";"2810403A07Rik";"0.527"
"Ctnna2";"2810403A07Rik";"0.529"
"Me3";"2810403A07Rik";"0.505"
"Fam155a";"2810403A07Rik";"0.51"
"Nrg3";"2810403A07Rik";"0.539"
"Ntm";"2810403A07Rik";"0.504"
"Rasgrf1";"2810403A07Rik";"0.538"
"Ctnnd2";"2810403A07Rik";"0.526"
"Rbfox1";"2810403A07Rik";"0.544"
"CT010467.1";"2810403A07Rik";"0.501"
"Exoc4";"Syt11";"0.58"
"Myt1l";"Syt11";"0.548"
"Rtn1";"Syt11";"0.548"
"Slc38a1";"Syt11";"0.506"
"Ttc3";"Syt11";"0.52"
"Hsp90ab1";"Syt11";"0.516"
"Slc8a1";"Syt11";"0.528"
"Kcnd2";"Ash1l";"0.511"
"Ash1l";"Smg1";"0.51"
"Nrg3";"Ash1l";"0.5"
"Ash1l";"Dach1";"0.51"
"Ash1l";"Oxct1";"0.504"
"Cntn1";"Ash1l";"0.616"
"Ttc3";"Ash1l";"0.521"
"Pde10a";"Ash1l";"0.532"
"Ash1l";"Mapre2";"0.532"
"Ash1l";"Wdr7";"0.579"
"Gatad2b";"Rufy3";"0.517"
"Kcnd2";"Gatad2b";"0.514"
"Gatad2b";"Opcml";"0.506"
"Gatad2b";"Ntrk2";"0.537"
"Gatad2b";"Ddx24";"0.505"
"Meg3";"Gatad2b";"0.556"
"Gatad2b";"Oxct1";"0.504"
"Cntn1";"Gatad2b";"0.513"
"Ttc3";"Gatad2b";"0.572"
"Gatad2b";"Srpk1";"0.503"
"Gatad2b";"Mapre2";"0.583"
"Gatad2b";"Wdr7";"0.637"
"Ank2";"Pde4dip";"0.556"
"Sgip1";"Pde4dip";"0.505"
"Agbl4";"Pde4dip";"0.533"
"Macf1";"Pde4dip";"0.545"
"Magi2";"Pde4dip";"0.545"
"Lhfpl3";"Pde4dip";"0.521"
"Caln1";"Pde4dip";"0.507"
"Pan3";"Pde4dip";"0.547"
"Ctnna2";"Pde4dip";"0.539"
"Fam155a";"Pde4dip";"0.521"
"Nrg3";"Pde4dip";"0.558"
"Fgf14";"Pde4dip";"0.534"
"Ryr2";"Pde4dip";"0.5"
"Pde4d";"Pde4dip";"0.619"
"Mdga2";"Pde4dip";"0.524"
"Meg3";"Pde4dip";"0.531"
"Trio";"Pde4dip";"0.501"
"Dscam";"Pde4dip";"0.563"
"Dlgap1";"Pde4dip";"0.529"
"Camk2d";"Kcna2";"0.515"
"Magi1";"Kcna2";"0.507"
"Kcna2";"Slc25a4";"0.569"
"Hspa8";"Kcna2";"0.512"
"Kcna2";"Canx";"0.565"
"Kcna2";"Calm2";"0.514"
"Ank2";"Vav3";"0.557"
"Lingo2";"Vav3";"0.585"
"Macf1";"Vav3";"0.511"
"Magi2";"Vav3";"0.589"
"Dlg2";"Vav3";"0.543"
"Fam168a";"Vav3";"0.505"
"Syt1";"Vav3";"0.635"
"Fam155a";"Vav3";"0.523"
"Nrg1";"Vav3";"0.524"
"Nrg3";"Vav3";"0.539"
"Vav3";"Enox1";"0.513"
"Pcdh9";"Vav3";"0.613"
"Opcml";"Vav3";"0.576"
