"Source";"Target";"Weight"
"Nrg1";"Ctnnd2";"0.526"
"Nrg1";"Phf20l1";"0.519"
"Nrg1";"Cntn1";"0.647"
"Nrg1";"Cd47";"0.51"
"Nrg1";"Ttc3";"0.503"
"Nrg1";"Pde10a";"0.647"
"Nrg1";"Efna5";"0.65"
"Nrg1";"Greb1l";"0.513"
"Nrg1";"Impact";"0.547"
"Nrg1";"Mapre2";"0.598"
"Nrg1";"Wdr7";"0.604"
"Nrg1";"Ldlrad4";"0.537"
"Nrg1";"Ablim1";"0.512"
"Nrg1";"ENSMUSG00000005506";"0.522"
"Nrg3";"Sorbs2";"0.553"
"Ttc7b";"Sorbs2";"0.508"
"Cntn1";"Sorbs2";"0.538"
"Ttc3";"Sorbs2";"0.575"
"Pde10a";"Sorbs2";"0.514"
"Mapre2";"Sorbs2";"0.552"
"Slc25a4";"Itm2b";"0.521"
"Slc25a4";"Hspa8";"0.638"
"Slc25a4";"Tspan3";"0.5"
"Slc25a4";"Pkm";"0.591"
"Gm10123";"Slc25a4";"0.625"
"Slc25a4";"Mdh1";"0.646"
"Slc25a4";"Canx";"0.623"
"Slc25a4";"Coro6";"0.515"
"Slc25a4";"Atp5g1";"0.57"
"Slc25a4";"Gm10039";"0.709"
"Slc25a4";"Rtn1";"0.648"
"Calm1";"Slc25a4";"0.704"
"Slc25a4";"Hsp90aa1";"0.575"
"Ckb";"Slc25a4";"0.693"
"Slc25a4";"Atp6v1a";"0.569"
"Ttc3";"Slc25a4";"0.528"
"Slc25a4";"Hsp90ab1";"0.56"
"Calm2";"Slc25a4";"0.777"
"Slc25a4";"Cfl1";"0.545"
"Fth1";"Slc25a4";"0.533"
"Slc25a4";"Gm5514";"0.548"
"ENSMUSG00000083679";"Slc25a4";"0.681"
"Slc25a4";"ENSMUSG00000030695";"0.629"
"Slc25a4";"ENSMUSG00000025428";"0.678"
"Grid1";"Cpe";"0.506"
"Cpe";"Itm2b";"0.702"
"Mycbp2";"Cpe";"0.523"
"Fgf14";"Cpe";"0.539"
"Cpe";"Hspa8";"0.573"
"Cpe";"Grik4";"0.512"
"Cpe";"Tspan3";"0.565"
"Dock3";"Cpe";"0.513"
"Gabra1";"Cpe";"0.624"
"Acaca";"Cpe";"0.538"
"Cpe";"Immp2l";"0.565"
"Mdga2";"Cpe";"0.588"
"Cpe";"Rtn1";"0.507"
"Ddx24";"Cpe";"0.572"
"Cpe";"Hsp90aa1";"0.517"
"Ckb";"Cpe";"0.552"
"Cntn1";"Cpe";"0.505"
"Ttc3";"Cpe";"0.628"
"Dlgap1";"Cpe";"0.545"
"Ndfip1";"Cpe";"0.51"
"Wdr7";"Cpe";"0.516"
"ENSMUSG00000083679";"Cpe";"0.518"
"Cadps";"Eps15l1";"0.563"
"Kcnma1";"Eps15l1";"0.584"
"Nrg3";"Eps15l1";"0.503"
"Atp8a2";"Eps15l1";"0.521"
"Pcdh9";"Eps15l1";"0.509"
"Gria4";"Eps15l1";"0.507"
"Ntm";"Eps15l1";"0.518"
"Sik3";"Eps15l1";"0.501"
"Eps15l1";"Vmp1";"0.503"
"Msi2";"Eps15l1";"0.569"
"Eps15l1";"Atxn1";"0.501"
"Pde4d";"Eps15l1";"0.525"
"Meg3";"Eps15l1";"0.61"
"Trio";"Eps15l1";"0.526"
"Asap1";"Eps15l1";"0.532"
"Rbfox1";"Eps15l1";"0.605"
"Dscam";"Eps15l1";"0.51"
"Malat1";"Eps15l1";"0.559"
"ENSMUSG00000041670";"Eps15l1";"0.602"
"ENSMUSG00000097451";"Eps15l1";"0.508"
"Cadps";"Large1";"0.552"
"Kcnma1";"Large1";"0.511"
"Nrg3";"Large1";"0.505"
"Atp8a2";"Large1";"0.519"
"Mir124a-1hg";"Large1";"0.502"
"Gria4";"Large1";"0.521"
"Ntm";"Large1";"0.568"
"Rora";"Large1";"0.561"
"Ehbp1";"Large1";"0.514"
"Msi2";"Large1";"0.571"
"Large1";"Gpatch8";"0.534"
"Dip2c";"Large1";"0.527"
"Pde4d";"Large1";"0.512"
"Mdga2";"Large1";"0.538"
"Meg3";"Large1";"0.658"
"Trio";"Large1";"0.533"
"Dscam";"Large1";"0.517"
"Large1";"Srrm2";"0.514"
"Dlgap1";"Large1";"0.545"
"Nrxn1";"Large1";"0.51"
"Nrg2";"Large1";"0.508"
"Large1";"Arhgap26";"0.549"
"Malat1";"Large1";"0.596"
"ENSMUSG00000041670";"Large1";"0.541"
"Erc2";"Tecr";"0.509"
"Gm1821";"Tecr";"0.608"
"Mdh1";"Tecr";"0.581"
"Ubb";"Tecr";"0.621"
"Map1b";"Tecr";"0.581"
"Gm47441";"Tecr";"0.929"
"Mdga2";"Tecr";"0.507"
"Tecr";"Rtn1";"0.6"
"Tecr";"Atp6v1d";"0.512"
"Meg3";"Tecr";"0.591"
"Cox6c";"Tecr";"0.526"
"Tecr";"Grina";"0.539"
"Ttc3";"Tecr";"0.505"
"Tecr";"Hsp90ab1";"0.53"
"Ndfip1";"Tecr";"0.52"
"Tecr";"Cfl1";"0.527"
"Fth1";"Tecr";"0.576"
"Gm5514";"Tecr";"0.626"
"ENSMUSG00000083679";"Tecr";"0.528"
"Tecr";"ENSMUSG00000030695";"0.526"
"Glg1";"Dach1";"0.501"
"Glg1";"Nudcd3";"0.513"
"Glg1";"Acaca";"0.579"
"Glg1";"C130071C03Rik";"0.517"
"Glg1";"Nova1";"0.517"
"Glg1";"Oxct1";"0.572"
"Glg1";"Cdh10";"0.51"
"Cntn1";"Glg1";"0.62"
"Ttc3";"Glg1";"0.57"
"Glg1";"Impact";"0.513"
"Glg1";"Mapre2";"0.597"
"Glg1";"Wdr7";"0.591"
"Glg1";"ENSMUSG00000005506";"0.504"
"Grid1";"Cntnap4";"0.56"
"Pcdh9";"Cntnap4";"0.633"
"Mycbp2";"Cntnap4";"0.523"
"Fgf14";"Cntnap4";"0.542"
"Cntnap4";"Opcml";"0.648"
"Ntm";"Cntnap4";"0.638"
"Cntnap4";"Grik4";"0.537"
"Acaca";"Cntnap4";"0.502"
"Mdga2";"Cntnap4";"0.604"
"Ctnnd2";"Cntnap4";"0.533"
"Cntnap4";"Csmd3";"0.542"
"Cntnap4";"Pi4ka";"0.518"
"Pde10a";"Cntnap4";"0.509"
"Dlgap1";"Cntnap4";"0.538"
"Ube2e2";"Cadps";"0.606"
"Cadps";"Kcnma1";"0.6"
"Cadps";"Cacna1d";"0.531"
"Cadps";"Grid1";"0.519"
"Nrg3";"Cadps";"0.676"
"Cadps";"Atp8a2";"0.595"
"Cadps";"Tsc22d1";"0.557"
"Cadps";"Pcdh9";"0.606"
"Fgf14";"Cadps";"0.645"
"Gria4";"Cadps";"0.635"
"Cadps";"Ntm";"0.626"
"Cadps";"Nptn";"0.525"
"Rora";"Cadps";"0.54"
"Cadps";"Ehbp1";"0.549"
"Cadps";"Ccdc88a";"0.553"
"Cadps";"Eml6";"0.527"
"Cadps";"Gabrb2";"0.506"
"Cadps";"Specc1";"0.542"
"Cadps";"Msi2";"0.617"
"Cadps";"Gpatch8";"0.594"
"Cadps";"Nsf";"0.552"
"Cadps";"Kansl1";"0.501"
"Cadps";"Dip2c";"0.508"
"Cadps";"Chrm3";"0.528"
"Cadps";"Ryr2";"0.563"
"Cadps";"Amph";"0.584"
"Cadps";"Atxn1";"0.502"
"Map1b";"Cadps";"0.538"
"Cadps";"Mast4";"0.512"
"Cadps";"Srek1";"0.576"
"Pde4d";"Cadps";"0.675"
"Cadps";"Arl15";"0.504"
"Cadps";"Akap6";"0.566"
"Mdga2";"Cadps";"0.618"
"Cadps";"Gphn";"0.633"
"Meg3";"Cadps";"0.671"
"Cadps";"Trio";"0.611"
"Cadps";"Ctnnd2";"0.708"
"Cadps";"Vps13b";"0.508"
"Cadps";"Oxr1";"0.582"
"Cadps";"Asap1";"0.546"
"Cadps";"Tcf20";"0.514"
"Cadps";"Cntn1";"0.548"
"Cadps";"Rbfox1";"0.732"
"Cadps";"Grin2a";"0.583"
"Cadps";"App";"0.519"
"Dscam";"Cadps";"0.643"
"Cadps";"Park2";"0.55"
"Cadps";"Rcan2";"0.627"
"Dlgap1";"Cadps";"0.552"
"Nrxn1";"Cadps";"0.578"
"Cadps";"Nrg2";"0.536"
"Cadps";"Malat1";"0.556"
"Cadps";"Ablim1";"0.553"
"Cadps";"ENSMUSG00000041670";"0.637"
"ENSMUSG00000097451";"Cadps";"0.568"
"Cadps";"ENSMUSG00000102657";"0.56"
"Cadps";"ENSMUSG00000013539";"0.514"
"Cadps";"ENSMUSG00000039652";"0.57"
"Ube2e2";"Nrg3";"0.549"
"Ube2e2";"Atp8a2";"0.57"
"Ube2e2";"Fgf14";"0.555"
"Ube2e2";"Gria4";"0.552"
"Ube2e2";"Snap91";"0.537"
"Ube2e2";"Arhgap44";"0.507"
"Ube2e2";"Msi2";"0.547"
"Ube2e2";"Amph";"0.548"
"Ube2e2";"A330102I10Rik";"0.591"
"Ube2e2";"Rgs7bp";"0.534"
"Ube2e2";"Pde4d";"0.575"
"Ube2e2";"Mdga2";"0.502"
"Ube2e2";"Gphn";"0.568"
"Ube2e2";"Meg3";"0.561"
"Ube2e2";"Ctnnd2";"0.517"
"Ube2e2";"Vps13b";"0.525"
"Ube2e2";"Asap1";"0.509"
"Ube2e2";"Rbfox1";"0.596"
"Ube2e2";"Dscam";"0.595"
"Ube2e2";"Park2";"0.52"
"Ube2e2";"Rcan2";"0.563"
"Ube2e2";"Nrxn1";"0.53"
"Ube2e2";"Malat1";"0.526"
"Ube2e2";"Ablim1";"0.528"
"Ube2e2";"ENSMUSG00000037876";"0.524"
"Ube2e2";"ENSMUSG00000097451";"0.507"
"Nrg3";"Kcnma1";"0.583"
"Kcnma1";"Ktn1";"0.568"
"Kcnma1";"Atp8a2";"0.584"
"Kcnma1";"Xkr6";"0.5"
"Kcnma1";"Mir124a-1hg";"0.61"
"Pcdh9";"Kcnma1";"0.587"
"Mycbp2";"Kcnma1";"0.518"
"Fgf14";"Kcnma1";"0.554"
"Gria4";"Kcnma1";"0.569"
"Opcml";"Kcnma1";"0.516"
"Ntm";"Kcnma1";"0.556"
"Kcnma1";"Arhgef12";"0.556"
"Kcnma1";"Sik3";"0.52"
"Kcnma1";"Map2k5";"0.55"
"Rora";"Kcnma1";"0.524"
"Kcnma1";"Tmem108";"0.529"
"Kcnma1";"Ccdc88a";"0.518"
"Kcnma1";"Specc1";"0.585"
"Kcnma1";"Myo18a";"0.538"
"Kcnma1";"Vmp1";"0.539"
"Kcnma1";"Msi2";"0.697"
"Kcnma1";"Gpatch8";"0.575"
"Kcnma1";"Nsf";"0.597"
"Kcnma1";"Mapt";"0.506"
"Kcnma1";"Kansl1";"0.64"
"Kcnma1";"Tanc2";"0.508"
"Kcnma1";"Prkar1a";"0.549"
"Kcnma1";"Snhg20";"0.533"
"Kcnma1";"Dip2c";"0.555"
"Kcnma1";"Amph";"0.52"
"Kcnma1";"Atxn1";"0.679"
"Kcnma1";"Wnk2";"0.528"
"Map1b";"Kcnma1";"0.524"
"Kcnma1";"Mast4";"0.531"
"Kcnma1";"Srek1";"0.593"
"Pde4d";"Kcnma1";"0.589"
"Mdga2";"Kcnma1";"0.561"
"Kcnma1";"Gphn";"0.585"
"Kcnma1";"Foxn3";"0.517"
"Meg3";"Kcnma1";"0.707"
"Kcnma1";"Trio";"0.539"
"Ctnnd2";"Kcnma1";"0.55"
"Kcnma1";"Rims2";"0.506"
"Kcnma1";"Asap1";"0.594"
"Rbfox1";"Kcnma1";"0.616"
"Kcnma1";"Tra2b";"0.525"
"Cadm2";"Kcnma1";"0.526"
"Kcnma1";"Son";"0.522"
"Dscam";"Kcnma1";"0.593"
"Kcnma1";"Park2";"0.605"
"Kcnma1";"Rcan2";"0.538"
"Nrxn1";"Kcnma1";"0.577"
"Kcnma1";"Nrg2";"0.693"
"Kcnma1";"Arhgap26";"0.542"
"Malat1";"Kcnma1";"0.706"
"ENSMUSG00000041670";"Kcnma1";"0.605"
"Kcnma1";"ENSMUSG00000037876";"0.523"
"ENSMUSG00000097451";"Kcnma1";"0.615"
"Kcnma1";"ENSMUSG00000039652";"0.549"
"Grid1";"Fam208a";"0.528"
"Nrg3";"Fam208a";"0.554"
"Fam208a";"Dach1";"0.504"
"Mycbp2";"Fam208a";"0.509"
"Fam208a";"Acaca";"0.533"
"Fam208a";"Ncoa1";"0.503"
"Fam208a";"Ddx24";"0.53"
"Fam208a";"Oxct1";"0.606"
"Fam208a";"Phf20l1";"0.509"
"Cntn1";"Fam208a";"0.669"
"Fam208a";"Pi4ka";"0.502"
"Ttc3";"Fam208a";"0.599"
"Pde10a";"Fam208a";"0.578"
"Fam208a";"Mapre2";"0.58"
"Fam208a";"Wdr7";"0.592"
"Fam208a";"Ldlrad4";"0.504"
"Fam208a";"ENSMUSG00000005506";"0.575"
"Erc2";"Nrg3";"0.626"
"Erc2";"Atp8a2";"0.505"
"Erc2";"Mycbp2";"0.539"
"Erc2";"Fgf14";"0.536"
"Erc2";"Gria4";"0.571"
"Erc2";"Ntm";"0.55"
"Erc2";"Sik3";"0.509"
"Erc2";"Rora";"0.566"
"Erc2";"Dock3";"0.553"
"Erc2";"Mdh1";"0.524"
"Erc2";"Ncor1";"0.506"
"Erc2";"Luc7l3";"0.6"
"Erc2";"Dip2c";"0.513"
"Erc2";"Mast4";"0.51"
"Erc2";"Pde4d";"0.583"
"Erc2";"Myt1l";"0.557"
"Erc2";"Mdga2";"0.621"
"Erc2";"Meg3";"0.559"
"Erc2";"Cadm2";"0.649"
"Erc2";"App";"0.502"
"Erc2";"Dscam";"0.564"
"Erc2";"Nrxn1";"0.632"
"Nrg3";"Cacna1d";"0.511"
"Chrm3";"Cacna1d";"0.516"
"Pde4d";"Cacna1d";"0.548"
"Meg3";"Cacna1d";"0.524"
"Dscam";"Cacna1d";"0.505"
"Nrxn1";"Cacna1d";"0.523"
"ENSMUSG00000102657";"Cacna1d";"0.503"
"Nrg3";"Grid1";"0.566"
"Grid1";"Tsc22d1";"0.554"
"Grid1";"Pcdh9";"0.562"
"Grid1";"Dach1";"0.538"
"Grid1";"Mycbp2";"0.522"
"Grid1";"Gpc6";"0.501"
"Fgf14";"Grid1";"0.559"
"Grid1";"Opcml";"0.642"
"Grid1";"Ntm";"0.597"
"Grid1";"Grik4";"0.575"
"Grid1";"Clasp2";"0.534"
"Grid1";"Acaca";"0.553"
"Grid1";"Cdk12";"0.51"
"Grid1";"Ryr2";"0.505"
"Grid1";"Jarid2";"0.578"
"Grid1";"Hnrnpk";"0.583"
"Grid1";"Ntrk2";"0.505"
"Grid1";"Myt1l";"0.501"
"Grid1";"Immp2l";"0.548"
"Grid1";"Akap6";"0.541"
"Mdga2";"Grid1";"0.555"
"Grid1";"Ttc7b";"0.562"
"Meg3";"Grid1";"0.533"
"Grid1";"Oxct1";"0.612"
"Grid1";"Ctnnd2";"0.604"
"Grid1";"Phf20l1";"0.569"
"Grid1";"Cntn1";"0.627"
"Grid1";"Rbfox1";"0.502"
"Grid1";"Grin2a";"0.527"
"Grid1";"Ttc3";"0.572"
"Dscam";"Grid1";"0.591"
"Grid1";"Pde10a";"0.619"
"Grid1";"Pja2";"0.51"
"Dlgap1";"Grid1";"0.568"
"Grid1";"Mapre2";"0.581"
"Grid1";"Wdr7";"0.597"
"Grid1";"ENSMUSG00000005506";"0.525"
"Nrg3";"Atp8a2";"0.573"
"Nrg3";"Xkr6";"0.563"
"Nrg3";"Tsc22d1";"0.575"
"Nrg3";"Pcdh9";"0.696"
"Nrg3";"Dach1";"0.579"
"Nrg3";"Mycbp2";"0.627"
"Nrg3";"Gpc6";"0.573"
"Nrg3";"Nalcn";"0.521"
"Nrg3";"Fgf14";"0.697"
"Nrg3";"Gria4";"0.658"
"Nrg3";"Opcml";"0.619"
"Nrg3";"Ntm";"0.715"
"Nrg3";"Grik4";"0.504"
"Nrg3";"Kmt2a";"0.562"
"Nrg3";"Sik3";"0.59"
"Nrg3";"Scaper";"0.55"
"Nrg3";"Nptn";"0.585"
"Nrg3";"Rora";"0.652"
"Nrg3";"Snap91";"0.624"
"Nrg3";"Stag1";"0.587"
"Nrg3";"Dock3";"0.57"
"Nrg3";"Rbm6";"0.542"
"Nrg3";"Clasp2";"0.533"
"Nrg3";"Rbms3";"0.526"
"Nrg3";"Ehbp1";"0.614"
"Nrg3";"Ccdc88a";"0.544"
"Nrg3";"Eml6";"0.594"
"Nrg3";"Psme4";"0.561"
"Nrg3";"Tenm2";"0.652"
"Nrg3";"Gabra1";"0.564"
"Nrg3";"Gabrb2";"0.52"
"Nrg3";"Specc1";"0.521"
"Nrg3";"Ncor1";"0.512"
"Nrg3";"Ssh2";"0.525"
"Nrg3";"Acaca";"0.508"
"Nrg3";"Msi2";"0.57"
"Nrg3";"Cdk12";"0.525"
"Nrg3";"Nsf";"0.541"
"Nrg3";"Mapt";"0.521"
"Nrg3";"Kansl1";"0.543"
"Nrg3";"Tanc2";"0.618"
"Nrg3";"Dip2c";"0.527"
"Nrg3";"Chrm3";"0.572"
"Nrg3";"Ryr2";"0.589"
"Nrg3";"A330102I10Rik";"0.537"
"Nrg3";"Jarid2";"0.554"
"Nrg3";"Map1b";"0.578"
"Nrg3";"Mast4";"0.559"
"Nrg3";"Srek1";"0.515"
"Nrg3";"Pde4d";"0.795"
"Nrg3";"Ncoa1";"0.539"
"Nrg3";"Myt1l";"0.579"
"Nrg3";"Hdac9";"0.558"
"Nrg3";"Immp2l";"0.556"
"Nrg3";"Nova1";"0.519"
"Nrg3";"Akap6";"0.633"
"Nrg3";"Lrfn5";"0.551"
"Nrg3";"Mdga2";"0.728"
"Nrg3";"Gphn";"0.619"
"Nrg3";"Rbm25";"0.531"
"Nrg3";"Ttc7b";"0.544"
"Nrg3";"Ddx24";"0.538"
"Nrg3";"Meg3";"0.704"
"Nrg3";"Oxct1";"0.545"
"Nrg3";"Plcxd3";"0.538"
"Nrg3";"Zfr";"0.576"
"Nrg3";"Trio";"0.622"
"Nrg3";"Ctnnd2";"0.766"
"Nrg3";"Vps13b";"0.517"
"Nrg3";"Rims2";"0.504"
"Nrg3";"Oxr1";"0.509"
"Nrg3";"Phf20l1";"0.601"
"Nrg3";"Tnrc6b";"0.57"
"Nrg3";"Tcf20";"0.536"
"Nrg3";"Kif21a";"0.535"
"Nrg3";"Cntn1";"0.688"
"Nrg3";"Slc38a1";"0.504"
"Nrg3";"Rbfox1";"0.701"
"Nrg3";"Grin2a";"0.599"
"Nrg3";"Pi4ka";"0.574"
"Nrg3";"Stxbp5l";"0.532"
"Nrg3";"Cadm2";"0.593"
"Nrg3";"Ncam2";"0.609"
"Nrg3";"App";"0.539"
"Nrg3";"Ttc3";"0.663"
"Nrg3";"Dscam";"0.723"
"Nrg3";"Pde10a";"0.619"
"Nrg3";"Park2";"0.583"
"Nrg3";"Stk38";"0.513"
"Nrg3";"Rcan2";"0.547"
"Nrg3";"Fer";"0.534"
"Nrg3";"Ankrd12";"0.506"
"Nrg3";"Dlgap1";"0.61"
"Nrg3";"Lrpprc";"0.502"
"Nrg3";"Nrxn1";"0.727"
"Nrg3";"Greb1l";"0.535"
"Nrg3";"Apc";"0.534"
"Nrg3";"Arhgap26";"0.576"
"Nrg3";"Wdr7";"0.579"
"Nrg3";"Ldlrad4";"0.553"
"Nrg3";"Tcf4";"0.572"
"Nrg3";"Ablim1";"0.61"
"Nrg3";"AC149090.1";"0.528"
"Nrg3";"ENSMUSG00000041670";"0.674"
"Nrg3";"ENSMUSG00000005506";"0.53"
"Nrg3";"ENSMUSG00000037876";"0.529"
"Nrg3";"ENSMUSG00000097451";"0.565"
"Nrg3";"ENSMUSG00000102657";"0.606"
"Nrg3";"ENSMUSG00000039652";"0.523"
"Gm1821";"Gm10123";"0.636"
"Gm1821";"Mdh1";"0.601"
"Gm1821";"Gabra1";"0.526"
"Gm1821";"Ubb";"0.97"
"Gm1821";"Gm47441";"0.597"
"Gm1821";"Rtn1";"0.631"
"Gm1821";"Calm1";"0.621"
"Gm1821";"Hsp90aa1";"0.584"
"Gm1821";"Ckb";"0.539"
"Gm1821";"Cox6c";"0.615"
"Ttc3";"Gm1821";"0.528"
"Gm1821";"Pacsin1";"0.569"
"Gm1821";"Hsp90ab1";"0.516"
"Gm1821";"Calm2";"0.553"
"Gm1821";"Cfl1";"0.532"
"Gm1821";"Fth1";"0.634"
"Gm1821";"Gm5514";"0.669"
"Gm1821";"ENSMUSG00000083679";"0.578"
"Gm1821";"ENSMUSG00000030695";"0.632"
"Ktn1";"Arhgef12";"0.59"
"Ktn1";"Atxn1";"0.526"
"Meg3";"Ktn1";"0.545"
"Malat1";"Ktn1";"0.598"
"Slc22a17";"Mdh1";"0.524"
"Slc22a17";"Canx";"0.556"
"Slc22a17";"Rgs6";"0.506"
"Ckb";"Slc22a17";"0.505"
"Meg3";"Pspc1";"0.504"
"Atp8a2";"Xkr6";"0.519"
"Fgf14";"Atp8a2";"0.517"
"Gria4";"Atp8a2";"0.516"
"Ntm";"Atp8a2";"0.539"
"Atp8a2";"Arhgef12";"0.523"
"Atp8a2";"Sik3";"0.568"
"Atp8a2";"Msi2";"0.629"
"Atp8a2";"Gpatch8";"0.546"
"Atp8a2";"Nsf";"0.622"
"Atp8a2";"Ryr2";"0.593"
"Atp8a2";"Amph";"0.529"
"Atp8a2";"A330102I10Rik";"0.538"
"Atp8a2";"Atxn1";"0.506"
"Atp8a2";"Mast4";"0.534"
"Pde4d";"Atp8a2";"0.571"
"Akap6";"Atp8a2";"0.511"
"Atp8a2";"Gphn";"0.552"
"Meg3";"Atp8a2";"0.623"
"Atp8a2";"Trio";"0.659"
"Ctnnd2";"Atp8a2";"0.54"
"Atp8a2";"Rims2";"0.548"
"Rbfox1";"Atp8a2";"0.643"
"Grin2a";"Atp8a2";"0.515"
"Dscam";"Atp8a2";"0.627"
"Atp8a2";"Park2";"0.576"
"Rcan2";"Atp8a2";"0.572"
"Dlgap1";"Atp8a2";"0.564"
"Nrxn1";"Atp8a2";"0.502"
"Atp8a2";"Nrg2";"0.579"
"Malat1";"Atp8a2";"0.576"
"ENSMUSG00000041670";"Atp8a2";"0.561"
"ENSMUSG00000097451";"Atp8a2";"0.509"
"Atp8a2";"ENSMUSG00000013539";"0.502"
"Pde4d";"Xkr6";"0.518"
"Trio";"Xkr6";"0.502"
"Rbfox1";"Xkr6";"0.557"
"Dscam";"Xkr6";"0.507"
"Park2";"Xkr6";"0.5"
"Ablim1";"Xkr6";"0.535"
"Msra";"Mdh1";"0.53"
"Msra";"Atp5g1";"0.576"
"Msra";"Gm10039";"0.539"
"Msra";"Rgs7bp";"0.501"
"Mdga2";"Msra";"0.511"
"Gria4";"Mir124a-1hg";"0.561"
"Sik3";"Mir124a-1hg";"0.502"
"Mir124a-1hg";"Bckdhb";"0.502"
"Mir124a-1hg";"Rabep1";"0.574"
"Msi2";"Mir124a-1hg";"0.558"
"Mir124a-1hg";"Gpatch8";"0.547"
"Meg3";"Mir124a-1hg";"0.658"
"Asap1";"Mir124a-1hg";"0.517"
"Mir124a-1hg";"Tra2b";"0.536"
"Dscam";"Mir124a-1hg";"0.518"
"Rcan2";"Mir124a-1hg";"0.503"
"Dlgap1";"Mir124a-1hg";"0.529"
"Nrg2";"Mir124a-1hg";"0.541"
"Malat1";"Mir124a-1hg";"0.686"
"Nsf";"Dpysl2";"0.568"
"Dpysl2";"Prpf4b";"0.506"
"Mdga2";"Dpysl2";"0.507"
"Meg3";"Dpysl2";"0.571"
"Dscam";"Dpysl2";"0.515"
"Nrxn1";"Dpysl2";"0.514"
"Malat1";"Dpysl2";"0.509"
"ENSMUSG00000097451";"Dpysl2";"0.541"
"Dpysl2";"ENSMUSG00000013539";"0.513"
"Malat1";"Nefm";"0.507"
"Mycbp2";"Itm2b";"0.503"
"Itm2b";"Hspa8";"0.618"
"Itm2b";"Tspan3";"0.612"
"Mdh1";"Itm2b";"0.613"
"Gabra1";"Itm2b";"0.55"
"Ubb";"Itm2b";"0.505"
"Gm47441";"Itm2b";"0.518"
"Mdga2";"Itm2b";"0.534"
"Itm2b";"Rtn1";"0.632"
"Itm2b";"Hsp90aa1";"0.593"
"Ckb";"Itm2b";"0.66"
"Itm2b";"Cd47";"0.51"
"Ttc3";"Itm2b";"0.642"
"Itm2b";"CT010467.1";"0.529"
"Calm2";"Itm2b";"0.502"
"Impact";"Itm2b";"0.519"
"Ndfip1";"Itm2b";"0.569"
"Tcf4";"Itm2b";"0.53"
"ENSMUSG00000083679";"Itm2b";"0.612"
"Itm2b";"ENSMUSG00000030695";"0.576"
"Tsc22d1";"Pcdh9";"0.535"
"Tsc22d1";"Dach1";"0.519"
"Fgf14";"Tsc22d1";"0.556"
"Tsc22d1";"Ntm";"0.532"
"Map1b";"Tsc22d1";"0.522"
"Mdga2";"Tsc22d1";"0.539"
"Meg3";"Tsc22d1";"0.521"
"Tsc22d1";"Ctnnd2";"0.592"
"Tsc22d1";"Phf20l1";"0.507"
"Tsc22d1";"Cntn1";"0.605"
"Tsc22d1";"Ttc3";"0.585"
"Ankrd12";"Tsc22d1";"0.539"
"Tsc22d1";"Impact";"0.529"
"Tsc22d1";"Mapre2";"0.531"
"Ndfip1";"Tsc22d1";"0.509"
"Tsc22d1";"Wdr7";"0.536"
"Tsc22d1";"ENSMUSG00000041670";"0.552"
"Rbfox1";"Vwa8";"0.537"
"Pcdh9";"Dach1";"0.507"
"Pcdh9";"Mycbp2";"0.534"
"Fgf14";"Pcdh9";"0.628"
"Gria4";"Pcdh9";"0.504"
"Pcdh9";"Cntn5";"0.533"
"Pcdh9";"Opcml";"0.648"
"Pcdh9";"Ntm";"0.612"
"Pcdh9";"Nptn";"0.52"
"Rora";"Pcdh9";"0.563"
"Pcdh9";"Rbms3";"0.639"
"Pcdh9";"Ccdc88a";"0.563"
"Pcdh9";"Eml6";"0.552"
"Pcdh9";"Tenm2";"0.53"
"Pcdh9";"Specc1";"0.516"
"Pcdh9";"Msi2";"0.568"
"Pcdh9";"Kansl1";"0.533"
"Pcdh9";"Tanc2";"0.544"
"Pcdh9";"Dip2c";"0.549"
"Pcdh9";"Chrm3";"0.518"
"Pcdh9";"Ryr2";"0.503"
"Pcdh9";"Spock1";"0.503"
"Map1b";"Pcdh9";"0.588"
"Pcdh9";"Srek1";"0.525"
"Pde4d";"Pcdh9";"0.69"
"Pcdh9";"Nova1";"0.502"
"Pcdh9";"Akap6";"0.59"
"Ralgapa1";"Pcdh9";"0.545"
"Pcdh9";"Lrfn5";"0.609"
"Mdga2";"Pcdh9";"0.634"
"Pcdh9";"Gphn";"0.528"
"Meg3";"Pcdh9";"0.664"
"Pcdh9";"Oxct1";"0.517"
"Pcdh9";"Plcxd3";"0.598"
"Pcdh9";"Zfr";"0.556"
"Pcdh9";"Trio";"0.516"
"Pcdh9";"Ctnnd2";"0.649"
"Pcdh9";"Asap1";"0.509"
"Pcdh9";"Phf20l1";"0.52"
"Pcdh9";"Tnrc6b";"0.54"
"Pcdh9";"Kif21a";"0.504"
"Pcdh9";"Cntn1";"0.63"
"Pcdh9";"Slc38a1";"0.537"
"Pcdh9";"Rbfox1";"0.566"
"Pcdh9";"Grin2a";"0.574"
"Pcdh9";"Pi4ka";"0.512"
"Pcdh9";"Stxbp5l";"0.515"
"Pcdh9";"Ncam2";"0.524"
"Dscam";"Pcdh9";"0.637"
"Pcdh9";"Pde10a";"0.627"
"Pcdh9";"Park2";"0.532"
"Pcdh9";"Efna5";"0.556"
"Dlgap1";"Pcdh9";"0.631"
"Pcdh9";"Lrpprc";"0.539"
"Nrxn1";"Pcdh9";"0.611"
"Pcdh9";"Greb1l";"0.56"
"Pcdh9";"Dtna";"0.515"
"Pcdh9";"Nrg2";"0.558"
