"","structure.acronym.IN","structure.acronym","normalized_projection_volume","projection_volume","Group"
"404","SSp","PYR",9.35635837728981e-06,5.87211166992187e-06,"CH"
"405","SSp","ACB",0.00915453988086861,0.0057454490625,"CH"
"406","SSp","PFL",0.000494105208995532,0.00031010365859375,"CH"
"407","SSp","MOp",0.31042850403979,0.19482695806875,"CH"
"408","SSp","ACAv",0.0105890318917119,0.00664574562421875,"CH"
"409","SSp","LH",0.000188691933941609,0.000118424291015625,"CH"
"410","SSp","NOD",4.76614630988298e-06,2.99126457519531e-06,"CH"
"411","SSp","PG",0.103278877435226,0.0648184985,"CH"
"412","SSp","MOs",0.792552840808269,0.497411342946875,"CH"
"413","SSp","AN",0.000348023538341683,0.000218421847314453,"CH"
"414","SSp","RN",0.0369376867886081,0.02318233365,"CH"
"415","SSp","AV",0.0160731725784674,0.00282759920625,"CH"
"416","SSp","RSPv",0.0897321201879109,0.0157857119109375,"CH"
"417","SSp","RN",0.201224408214371,0.0353994816,"CH"
